"Ид","Название","Город","Место","Рейтинг","ТРК по БС"
"56116","Один в поле воин","Одесса","509","4614","5796"
"7039","Aurora Borealis","Нижний Тагил","510","4610","0"
"1551","VIP","Могилёв","511","4609","3754"
"41898","Смиты","Владимир","512","4609","4841"
"41878","Тревожные мысли","Ижевск","513","4608","4629"
"5842","КиПЛ","Баку","514","4607","4386"
"46099","Команда Дмитрия Слоуща","Тель-Авив","515","4607","5618"
"5142","Арокс и Штёр","Рига","516","4606","3501"
"72487","Misfits","Киев","516,5","4604","Команда с динамическим БС"
"2298","Макароны под плинтусом","Великий Новгород","517","4602","4390"
"61256","Картошка","Лимасол","518","4601","5442"
"28226","6 к 1","Кривой Рог","519","4600","4968"
"590","Святой листок","Тюмень","521","4598","4343"
"48278","Пятая колонка","Иваново","520","4598","5169"
"45365","Бахус crew","Днепр (Днепропетровск)","522","4595","5201"
"53485","Старая гвардия","Ашхабад","523","4591","4626"
"2065","Сирин","Волгоград","524","4590","3982"
"27471","ППП","Воронеж","525","4575","5271"
"52999","Сборная солянка","Уфа","526","4572","5402"
"71625","451 по Фрейду","Дилижан","527","4569","5693"
"48113","Маяк","Санкт-Петербург","528","4567","5199"
"58040","Еда и думы","Москва","529","4564","5455"
"45517","Ацефал-93","Краснодар","530","4563","5469"
"58071","Майевтика","Москва","531","4562","5718"
"35889","Шумеры","Екатеринбург","532","4554","4114"
"37690","Вперёд","Торонто","533","4553","4968"
"42637","Левая грудь Анджелины Джоли","Киров","534","4540","5154"
"270","Синоп","Санкт-Петербург","535","4528","5571"
"28103","Бодрячком","Томск","537","4522","5250"
"68074","Алдан 3","Тель-Авив","536","4522","4793"
"1472","Первая столица","Харьков","538","4515","4220"
"50905","Крамбамбуля","Гомель","539","4511","5287"
"55337","Позвоночное молчание","Москва","540","4511","4920"
"72491","Друшаутский портрет","Иваново","541","4496","5310"
"449","Вечно живые","Пало-Альто","542","4495","4318"
"416","Потанинцы","Воронеж","543","4486","4056"
"51112","Игразматики","Санкт-Петербург","544","4484","5262"
"2059","Dixi","Астрахань","545","4481","4217"
"38723","XXX","Барнаул","546","4480","5089"
"52134","ПДЖ","Владивосток","547","4474","5228"
"41832","Деза","Тель-Авив","548","4473","5244"
"68665","ЛТП","Москва","549","4472","5189"
"50807","Орден иллюминаторов","Сургут","550","4462","4793"
"2076","РИФ","Новосибирск","551","4457","4355"
"53341","Парадные ватники","Мурманск","552","4454","4717"
"60278","Крик Вильгельма","Севастополь","553","4448","5013"
"39018","Вова и медведь","Омск","554","4447","4243"
"49682","Силовой элемент бампера","Москва","555","4443","4619"
"65178","Цвингер-клуб","Дрезден","556","4441","5465"
"51433","Лучший город Беларуси","Москва","557","4440","5351"
"481","Не вопрос","Минск","558","4433","4903"
"60143","Батяня Шаббат","Москва","559","4430","4809"
"55375","Tulechka","Одесса","560","4425","4869"
"42459","ВеЧерКом","Черкассы","561","4422","4372"
"47239","Северный гамбит","Гамбург","562","4421","4318"
"56747","Скоро","Брянск","563","4420","0"
"48593","Giper-Turbo","Москва","564","4407","5221"
"55957","Smart","Гродно","565","4407","4719"
"42722","Ум-до-дыр","Сургут","566","4405","4753"
"5567","ТОСТ","Винница","567","4403","4173"
"41047","Комочки в кефире","Ростов-на-Дону","568","4401","4939"
"65981","Хайли Лайкли","Черкассы","569","4400","4734"
"4682","Летучие гаванцы","Екатеринбург","570","4395","4862"
"54774","Ведь недаром","Москва","571","4394","4741"
"62106","Борода Курчатова","Санкт-Петербург","572","4393","4754"
"26784","Мысли вслух","Казань","573","4391","4219"
"4256","Zемляне","Минск","574","4389","4211"
"2937","Поддержка с воздуха","Харьков","575","4387","5313"
"54719","Неустойчивое выражение","Воронеж","576","4386","4228"
"58","Anno Domini","Казань","577","4382","2981"
"42802","Эрудированное состояние","Москва","578","4379","4344"
"60385","300 британцев","Рига","579","4376","4996"
"552","Дуплет","Одесса","581","4373","4111"
"43600","Бакинская Жемчужина","Баку","580","4373","3519"
"49964","Bear in mind","Волгоград","582","4372","4450"
"54075","Реситуасексулузон","Москва","584","4372","5233"
"56327","Бескомпромиссный подпольный эксперт","Нижний Новгород","583","4372","5092"
"8015","Атараксия","Калининград","585","4355","4700"
"58745","Карпы Diem","Владивосток","586","4354","4788"
"65773","Meow and Forever","Москва","587","4351","4698"
"10256","ХХХ век","Луганск","588","4349","0"
"47306","Quizofrenics","Копенгаген","590","4345","5170"
"72596","Pidgin","Харьков","589","4345","5215"
"28471","Иероглиф","Муром","591","4342","4124"
"38682","Ведуны","Прага","592","4338","4900"
"53456","Интригал","Саратов","593","4337","0"
"353","Второе дыхание","Ульяновск","594","4335","4896"
"60386","Алиса в Забайкалье","Рига","595","4333","5034"
"28587","Пахтакор","Ташкент","596","4331","3199"
"72588","Глицин для Элджернона","Санкт-Петербург","597","4330","5171"
"5985","Кот и компания","Самара","599","4328","4348"
"65945","Бустрофедон","Уфа","598","4328","5005"
"52961","Светочка, давай!","Рига","600","4321","5022"
"52101","Жук","Лондон","601","4316","4230"
"294","Absolut","Калуга","602","4303","4862"
"3154","Основной инстинкт","Коломна","603","4303","4272"
"38064","Памяти Пауля","Москва","604","4302","0"
"56373","Кубалибра","Самара","605","4301","4929"
"37736","Наобум","Франкфурт-на-Майне","606","4300","4683"
"65714","Ветераны апелляционных войск","Минск","607","4295","4568"
"45570","Ниндзя не мухлюют","Минск","608","4290","4909"
"27766","Дурь","Владивосток","609","4289","4417"
"44079","Команда","Казань","610","4284","4988"
"28458","Nabucodonosor","Кишинёв","611","4283","4572"
"45397","Mysterium Magnum","Краснодар","612","4280","4877"
"59682","2048","Тюмень","613","4277","4877"
"60015","Грефневая Кафка","Улан-Удэ","614","4275","4797"
